Predictor,W Weight
"Morgan County, Alabama",0
"Morgan County, Colorado",0
"Morgan County, Georgia",0
"Morgan County, Illinois",0
"Morgan County, Indiana",0
"Morgan County, Kentucky",0
"Morgan County, Missouri",0
"Morgan County, Ohio",0
"Morgan County, Tennessee",0
"Morgan County, West Virginia",0
"Morris County, New Jersey",0.023
"Morris County, Texas",0
"Morrison County, Minnesota",0
"Morrow County, Ohio",0
"Morrow County, Oregon",0
"Moultrie County, Illinois",0
"Mower County, Minnesota",0
"Muhlenberg County, Kentucky",0
"Murray County, Georgia",0
"Muscatine County, Iowa",0
"Muskegon County, Michigan",0
"Muskingum County, Ohio",0
"Muskogee County, Oklahoma",0
"Nash County, North Carolina",0
"Natchitoches Parish, Louisiana",0
"Navajo County, Arizona",0
"Navarro County, Texas",0
"Nelson County, Virginia",0
"Nemaha County, Nebraska",0
"Neosho County, Kansas",0
"Neshoba County, Mississippi",0
"Nevada County, Arkansas",0
"Nevada County, California",0
"New Castle County, Delaware",0
"New Haven County, Connecticut",0
"New London County, Connecticut",0
"Newaygo County, Michigan",0
"Newberry County, South Carolina",0
"Newport County, Rhode Island",0
"Newton County, Arkansas",0
"Newton County, Indiana",0
"Newton County, Mississippi",0
"Newton County, Missouri",0
"Newton County, Texas",0
"Nez Perce County, Idaho",0
"Niagara County, New York",0
"Nicholas County, Kentucky",0
"Nicholas County, West Virginia",0
"Nicollet County, Minnesota",0
"Noble County, Indiana",0
"Noble County, Oklahoma",0
"Nodaway County, Missouri",0
"Norman County, Minnesota",0
"Northampton County, North Carolina",0
"Northampton County, Pennsylvania",0
"Northampton County, Virginia",0
"Northumberland County, Pennsylvania",0
"Northumberland County, Virginia",0
"Nottoway County, Virginia",0
"Noxubee County, Mississippi",0
"O'Brien County, Iowa",0
"Oakland County, Michigan",0
"Obion County, Tennessee",0
"Ocean County, New Jersey",0
"Oceana County, Michigan",0
"Oconee County, South Carolina",0
"Oconto County, Wisconsin",0
"Ogemaw County, Michigan",0
"Ogle County, Illinois",0
"Oglethorpe County, Georgia",0
"Ohio County, Kentucky",0
"Ohio County, West Virginia",0
"Okfuskee County, Oklahoma",0
"Okmulgee County, Oklahoma",0
"Oneida County, New York",0
"Oneida County, Wisconsin",0
"Onondaga County, New York",0
"Ontario County, New York",0
"Orange County, Indiana",0
"Orange County, New York",0
"Orange County, Texas",0
"Orange County, Vermont",0
"Orangeburg County, South Carolina",0
"Oregon County, Missouri",0
"Orleans County, New York",0
"Orleans County, Vermont",0
"Osage County, Kansas",0
"Osage County, Missouri",0
"Osage County, Oklahoma",0
"Osceola County, Michigan",0
"Oscoda County, Michigan",0
"Oswego County, New York",0
"Otero County, Colorado",0
"Otoe County, Nebraska",0
"Otsego County, Michigan",0
"Otsego County, New York",0
"Ottawa County, Kansas",0
"Ottawa County, Michigan",0
"Ottawa County, Ohio",0
"Otter Tail County, Minnesota",0
"Ouachita County, Arkansas",0
"Ouachita Parish, Louisiana",0.013
"Outagamie County, Wisconsin",0
"Owen County, Indiana",0
"Owen County, Kentucky",0
"Owsley County, Kentucky",0
"Owyhee County, Idaho",0
"Oxford County, Maine",0
"Ozark County, Missouri",0
"Ozaukee County, Wisconsin",0
"Page County, Iowa",0
"Palo Alto County, Iowa",0
"Palo Pinto County, Texas",0
"Panola County, Mississippi",0
"Panola County, Texas",0
"Park County, Montana",0
"Parke County, Indiana",0
"Parmer County, Texas",0
"Pasquotank County, North Carolina",0
"Passaic County, New Jersey",0
"Patrick County, Virginia",0
"Paulding County, Ohio",0
"Pawnee County, Kansas",0
"Payette County, Idaho",0
"Pearl River County, Mississippi",0.011
"Pecos County, Texas",0
"Pembina County, North Dakota",0
"Pendleton County, Kentucky",0
"Pendleton County, West Virginia",0
"Penobscot County, Maine",0
"Peoria County, Illinois",0
"Pepin County, Wisconsin",0
"Perry County, Alabama",0
"Perry County, Arkansas",0
"Perry County, Illinois",0
"Perry County, Kentucky",0
"Perry County, Mississippi",0
"Perry County, Missouri",0
"Perry County, Ohio",0
"Perry County, Pennsylvania",0
"Perry County, Tennessee",0
"Person County, North Carolina",0
"Pettis County, Missouri",0
"Phelps County, Missouri",0
"Phillips County, Arkansas",0
"Piatt County, Illinois",0
"Pickaway County, Ohio",0
"Pickens County, Alabama",0
"Pickens County, Georgia",0
"Pickens County, South Carolina",0
"Pickett County, Tennessee",0
"Pierce County, Wisconsin",0
"Pike County, Georgia",0.026
"Pike County, Illinois",0
"Pike County, Indiana",0
"Pike County, Mississippi",0
"Pike County, Missouri",0
"Pike County, Ohio",0
"Pine County, Minnesota",0
"Piscataquis County, Maine",0
"Pittsburg County, Oklahoma",0
"Pittsylvania County, Virginia",0
"Pleasants County, West Virginia",0
"Plumas County, California",0
"Plymouth County, Iowa",0
"Plymouth County, Massachusetts",0
"Pocahontas County, West Virginia",0
"Poinsett County, Arkansas",0
"Polk County, Arkansas",0
"Polk County, Georgia",0
"Polk County, Minnesota",0
"Polk County, Missouri",0
"Polk County, North Carolina",0
"Polk County, Tennessee",0
"Polk County, Texas",0
"Polk County, Wisconsin",0
"Pondera County, Montana",0
"Pope County, Minnesota",0
"Portage County, Ohio",0
"Portage County, Wisconsin",0
"Porter County, Indiana",0
"Posey County, Indiana",0
"Pottawatomie County, Oklahoma",0.001
"Pottawattamie County, Iowa",0
"Potter County, Pennsylvania",0
"Powell County, Kentucky",0
"Power County, Idaho",0
"Poweshiek County, Iowa",0
"Powhatan County, Virginia",0
"Preble County, Ohio",0
"Prentiss County, Mississippi",0
"Presidio County, Texas",0
"Presque Isle County, Michigan",0
"Preston County, West Virginia",0
"Price County, Wisconsin",0
"Providence County, Rhode Island",0
"Pueblo County, Colorado",0
"Pulaski County, Georgia",0
"Pulaski County, Indiana",0
"Pulaski County, Kentucky",0
"Pushmataha County, Oklahoma",0
"Putnam County, Florida",0
"Putnam County, Indiana",0
"Putnam County, New York",0
"Putnam County, Ohio",0
"Putnam County, West Virginia",0.017
"Quitman County, Mississippi",0
"Racine County, Wisconsin",0
"Rains County, Texas",0
"Raleigh County, West Virginia",0
"Ralls County, Missouri",0
"Randolph County, Alabama",0
"Randolph County, Arkansas",0
"Randolph County, Illinois",0
"Randolph County, Missouri",0
"Randolph County, North Carolina",0
"Randolph County, West Virginia",0
"Rapides Parish, Louisiana",0
"Rappahannock County, Virginia",0
"Ravalli County, Montana",0
"Ray County, Missouri",0
"Red River County, Texas",0
"Red River Parish, Louisiana",0
"Red Willow County, Nebraska",0
"Redwood County, Minnesota",0
"Refugio County, Texas",0
"Reno County, Kansas",0
"Rensselaer County, New York",0
"Renville County, Minnesota",0
"Republic County, Kansas",0
"Reynolds County, Missouri",0
"Rice County, Minnesota",0
"Richland County, Ohio",0
"Richland County, Wisconsin",0
"Richland Parish, Louisiana",0
"Richmond County, Georgia",0
"Richmond County, North Carolina",0
"Rio Grande County, Colorado",0
"Ripley County, Indiana",0
"Ritchie County, West Virginia",0
"Roane County, Tennessee",0
"Roane County, West Virginia",0
"Roanoke County, Virginia",0
"Roberts County, South Dakota",0
"Robertson County, Kentucky",0
"Robertson County, Texas",0
"Rock County, Wisconsin",0
"Rock Island County, Illinois",0
"Rockcastle County, Kentucky",0
"Rockingham County, New Hampshire",0
"Rockingham County, North Carolina",0
"Roscommon County, Michigan",0
"Ross County, Ohio",0
"Rowan County, Kentucky",0
"Rowan County, North Carolina",0
"Runnels County, Texas",0
"Rusk County, Wisconsin",0
"Russell County, Kentucky",0
"Russell County, Virginia",0
"Rutherford County, North Carolina",0
"Rutland County, Vermont",0
"Sabine County, Texas",0
"Sabine Parish, Louisiana",0
"Sac County, Iowa",0
"Sagadahoc County, Maine",0
"Saginaw County, Michigan",0
"Saguache County, Colorado",0
"Salem County, New Jersey",0
"Saline County, Illinois",0
"Saline County, Kansas",0
"Saline County, Missouri",0
"Saline County, Nebraska",0
"Saluda County, South Carolina",0
"Sampson County, North Carolina",0
"San Augustine County, Texas",0
"San Juan County, New Mexico",0.024
"San Juan County, Washington",0
"San Miguel County, Colorado",0
"San Miguel County, New Mexico",0
"San Patricio County, Texas",0.004
"Sanborn County, South Dakota",0
"Sanders County, Montana",0
"Sandusky County, Ohio",0
"Sangamon County, Illinois",0
"Sanilac County, Michigan",0
"Saratoga County, New York",0
"Sauk County, Wisconsin",0
"Saunders County, Nebraska",0
"Sawyer County, Wisconsin",0
"Schenectady County, New York",0
"Schoharie County, New York",0
"Schoolcraft County, Michigan",0
"Schuyler County, New York",0
"Schuylkill County, Pennsylvania",0
"Scioto County, Ohio",0
"Scotland County, Missouri",0.008
"Scotland County, North Carolina",0
"Scott County, Arkansas",0
"Scott County, Indiana",0
"Scott County, Mississippi",0
"Scott County, Missouri",0
"Scott County, Virginia",0
"Scotts Bluff County, Nebraska",0
"Screven County, Georgia",0
"Searcy County, Arkansas",0
"Sebastian County, Arkansas",0
"Seminole County, Georgia",0
"Seminole County, Oklahoma",0
"Seneca County, New York",0
"Seneca County, Ohio",0
"Sevier County, Utah",0.018
"Sharp County, Arkansas",0
"Shasta County, California",0
"Shawano County, Wisconsin",0
"Shawnee County, Kansas",0
"Sheboygan County, Wisconsin",0
"Shelby County, Indiana",0
"Shelby County, Iowa",0
"Shelby County, Ohio",0
"Shelby County, Tennessee",0
"Shelby County, Texas",0
"Shenandoah County, Virginia",0
"Sheridan County, North Dakota",0
"Shiawassee County, Michigan",0
"Sibley County, Minnesota",0
"Sierra County, New Mexico",0
"Simpson County, Kentucky",0
"Simpson County, Mississippi",0
"Sioux County, Iowa",0.005
"Siskiyou County, California",0
"Skagit County, Washington",0
"Smith County, Mississippi",0
"Smith County, Tennessee",0
"Smyth County, Virginia",0
"Snyder County, Pennsylvania",0
"Socorro County, New Mexico",0
"Solano County, California",0
"Somerset County, Maine",0
"Somerset County, Maryland",0
"Somerset County, New Jersey",0
"Somerset County, Pennsylvania",0
"Southampton County, Virginia",0
"Spalding County, Georgia",0
"Spencer County, Indiana",0
"St. Charles Parish, Louisiana",0
"St. Clair County, Illinois",0
"St. Clair County, Michigan",0
"St. Clair County, Missouri",0
"St. Francis County, Arkansas",0
"St. Francois County, Missouri",0
"St. Helena Parish, Louisiana",0
"St. James Parish, Louisiana",0
"St. John the Baptist Parish, Louisiana",0
"St. Joseph County, Indiana",0
"St. Joseph County, Michigan",0
"St. Landry Parish, Louisiana",0
"St. Lawrence County, New York",0
"St. Louis County, Minnesota",0
"St. Louis County, Missouri",0
"St. Martin Parish, Louisiana",0
"Stanislaus County, California",0.018
"Stanly County, North Carolina",0
"Stanton County, Nebraska",0
"Stark County, Illinois",0
"Stark County, Ohio",0
"Ste. Genevieve County, Missouri",0
"Stearns County, Minnesota",0
"Steele County, Minnesota",0
"Stephenson County, Illinois",0
"Steuben County, Indiana",0
"Steuben County, New York",0
"Stevens County, Minnesota",0
"Stevens County, Washington",0
"Stewart County, Tennessee",0
"Stoddard County, Missouri",0
"Stokes County, North Carolina",0
"Stone County, Arkansas",0
"Stone County, Missouri",0
"Strafford County, New Hampshire",0
"Suffolk County, New York",0
"Sullivan County, Indiana",0
"Sullivan County, Missouri",0
"Sullivan County, New Hampshire",0
"Sullivan County, New York",0
"Sullivan County, Pennsylvania",0
"Sullivan County, Tennessee",0
"Summers County, West Virginia",0
"Summit County, Ohio",0
"Sumter County, Alabama",0
"Sumter County, Georgia",0
"Sumter County, South Carolina",0
"Surry County, North Carolina",0
"Surry County, Virginia",0
"Susquehanna County, Pennsylvania",0
"Sussex County, New Jersey",0
"Sussex County, Virginia",0
"Sutter County, California",0
"Swain County, North Carolina",0
"Swift County, Minnesota",0
"Swisher County, Texas",0
"Switzerland County, Indiana",0
"Talbot County, Georgia",0
"Talbot County, Maryland",0
"Talladega County, Alabama",0
"Tallahatchie County, Mississippi",0
"Tallapoosa County, Alabama",0
"Tama County, Iowa",0
"Taos County, New Mexico",0
"Tate County, Mississippi",0
"Taylor County, Georgia",0
"Taylor County, Kentucky",0
"Taylor County, West Virginia",0
"Taylor County, Wisconsin",0
"Tazewell County, Illinois",0
"Tazewell County, Virginia",0
"Tehama County, California",0
"Telfair County, Georgia",0
"Terry County, Texas",0
"Teton County, Montana",0
"Texas County, Missouri",0
"Thomas County, Georgia",0
"Thomas County, Kansas",0
"Tift County, Georgia",0
"Tillamook County, Oregon",0
"Tioga County, New York",0
"Tioga County, Pennsylvania",0
"Tippah County, Mississippi",0
"Tipton County, Indiana",0
"Tishomingo County, Mississippi",0
"Todd County, Minnesota",0
"Tolland County, Connecticut",0
"Tompkins County, New York",0
"Toombs County, Georgia",0
"Traill County, North Dakota",0
"Transylvania County, North Carolina",0
"Trempealeau County, Wisconsin",0
"Treutlen County, Georgia",0
"Trigg County, Kentucky",0
"Trimble County, Kentucky",0
"Trinity County, California",0
"Trinity County, Texas",0
"Tripp County, South Dakota",0
"Trumbull County, Ohio",0
"Tucker County, West Virginia",0
"Tuolumne County, California",0
"Turner County, Georgia",0
"Tuscarawas County, Ohio",0
"Tuscola County, Michigan",0
"Twiggs County, Georgia",0
"Tyler County, Texas",0
"Tyler County, West Virginia",0
"Tyrrell County, North Carolina",0
"Ulster County, New York",0
"Umatilla County, Oregon",0
"Unicoi County, Tennessee",0
"Union County, Arkansas",0
"Union County, Florida",0
"Union County, Georgia",0
"Union County, Illinois",0
"Union County, Kentucky",0
"Union County, Mississippi",0
"Union County, Pennsylvania",0
"Union County, South Carolina",0
"Union County, Tennessee",0
"Union Parish, Louisiana",0
"Upshur County, West Virginia",0
"Upson County, Georgia",0
"Uvalde County, Texas",0
"Valley County, Idaho",0
"Van Buren County, Iowa",0
"Van Buren County, Michigan",0
"Van Wert County, Ohio",0
"Van Zandt County, Texas",0
"Vance County, North Carolina",0
"Vanderburgh County, Indiana",0
"Venango County, Pennsylvania",0
"Vermilion County, Illinois",0
"Vermilion Parish, Louisiana",0
"Vernon County, Missouri",0
"Vernon County, Wisconsin",0
"Vigo County, Indiana",0
"Vinton County, Ohio",0
"Virginia Beach city, Virginia",0.015
"Volusia County, Florida",0
"Wabash County, Indiana",0
"Wabasha County, Minnesota",0
"Wabaunsee County, Kansas",0
"Wahkiakum County, Washington",0
"Waldo County, Maine",0
"Walker County, Alabama",0
"Walker County, Georgia",0
"Wallowa County, Oregon",0
"Walsh County, North Dakota",0
"Walthall County, Mississippi",0
"Walworth County, Wisconsin",0
"Wapello County, Iowa",0
"Warren County, Georgia",0
"Warren County, Illinois",0
"Warren County, New Jersey",0
"Warren County, New York",0
"Warren County, North Carolina",0
"Warren County, Pennsylvania",0
"Warren County, Tennessee",0
"Waseca County, Minnesota",0
"Washburn County, Wisconsin",0
"Washington County, Alabama",0
"Washington County, Georgia",0
"Washington County, Idaho",0
"Washington County, Illinois",0
"Washington County, Indiana",0
"Washington County, Iowa",0
"Washington County, Kansas",0
"Washington County, Kentucky",0
"Washington County, Maine",0
"Washington County, Maryland",0
"Washington County, Missouri",0
"Washington County, Nebraska",0
"Washington County, New York",0
"Washington County, North Carolina",0
"Washington County, Ohio",0
"Washington County, Oklahoma",0
"Washington County, Pennsylvania",0
"Washington County, Rhode Island",0
"Washington County, Vermont",0
"Washington County, Virginia",0
"Washington County, Wisconsin",0
"Washington Parish, Louisiana",0
"Washtenaw County, Michigan",0.023
"Watonwan County, Minnesota",0
"Waukesha County, Wisconsin",0
"Waupaca County, Wisconsin",0
"Waushara County, Wisconsin",0
"Wayne County, Georgia",0
"Wayne County, Indiana",0
"Wayne County, Iowa",0
"Wayne County, Kentucky",0
"Wayne County, Michigan",0
"Wayne County, Mississippi",0
"Wayne County, Missouri",0
"Wayne County, New York",0
"Wayne County, Ohio",0
"Wayne County, Pennsylvania",0
"Wayne County, Tennessee",0
"Wayne County, Utah",0.001
"Wayne County, West Virginia",0
"Weakley County, Tennessee",0
"Webster County, Georgia",0
"Webster County, Iowa",0
"Webster County, Mississippi",0
"Webster County, Missouri",0
"Webster County, Nebraska",0
"Webster County, West Virginia",0
"Webster Parish, Louisiana",0
"Wells County, Indiana",0
"Wells County, North Dakota",0
"West Carroll Parish, Louisiana",0
"West Feliciana Parish, Louisiana",0
"Westchester County, New York",0
"Westmoreland County, Pennsylvania",0
"Westmoreland County, Virginia",0
"Wetzel County, West Virginia",0
"Wexford County, Michigan",0
"Wharton County, Texas",0.004
"Wheatland County, Montana",0
"White County, Illinois",0
"White County, Indiana",0
"White County, Tennessee",0
"Whiteside County, Illinois",0
"Whitley County, Indiana",0
"Whitley County, Kentucky",0
"Wilcox County, Alabama",0
"Wilcox County, Georgia",0
"Wilkes County, Georgia",0
"Wilkes County, North Carolina",0
"Wilkinson County, Georgia",0
"Wilkinson County, Mississippi",0
"Will County, Illinois",0.006
"Willacy County, Texas",0
"Williams County, Ohio",0
"Williamsburg County, South Carolina",0
"Williamson County, Illinois",0
"Wilson County, Kansas",0
"Windham County, Connecticut",0
"Windham County, Vermont",0
"Windsor County, Vermont",0
"Winn Parish, Louisiana",0
"Winnebago County, Illinois",0
"Winnebago County, Wisconsin",0
"Winneshiek County, Iowa",0
"Winona County, Minnesota",0
"Winston County, Alabama",0
"Winston County, Mississippi",0
"Wirt County, West Virginia",0
"Wise County, Virginia",0
"Wolfe County, Kentucky",0
"Wood County, Ohio",0
"Wood County, Texas",0
"Wood County, West Virginia",0
"Wood County, Wisconsin",0
"Woodbury County, Iowa",0
"Woodford County, Illinois",0
"Woodford County, Kentucky",0
"Woodruff County, Arkansas",0
"Woods County, Oklahoma",0
"Woodward County, Oklahoma",0
"Worcester County, Maryland",0
"Worcester County, Massachusetts",0.003
"Worth County, Georgia",0
"Worth County, Iowa",0
"Wright County, Missouri",0
"Wyandotte County, Kansas",0
"Wyoming County, New York",0
"Wyoming County, Pennsylvania",0
"Wythe County, Virginia",0
"Yadkin County, North Carolina",0
"Yalobusha County, Mississippi",0
"Yancey County, North Carolina",0
"Yates County, New York",0
"Yavapai County, Arizona",0
"Yell County, Arkansas",0
"Yellow Medicine County, Minnesota",0
"York County, Maine",0
"York County, Pennsylvania",0
"York County, Virginia",0.009
"Yuba County, California",0
"Yuma County, Colorado",0
"Zavala County, Texas",0.001
,
